PATH,TOTAL_TRIPS,ORIGIN_PT_CODE,DESTINATION_PT_CODE
46009/47581,7370,46009,47581
59111/75009,7369,75009,59111
71169/71201,7369,71201,71169
81111/92229,7369,81111,92229
22009/27419,7369,27419,22009
44439/44531,7369,44531,44439
77039/78069,7367,77039,78069
75009/76259,7367,75009,76259
58219/58511,7366,58219,58511
44009/44099,7365,44099,44009
44009/44569,7362,44009,44569
54009/66439,7361,66439,54009
82029/82049,7357,82049,82029
65071/65191,7356,65191,65071
75081/75159,7347,75159,75081
46009/76149,7347,46009,76149
22519/22529,7346,22529,22519
42151/42181,7346,42151,42181
11141/11161,7339,11141,11161
44291/45009,7335,45009,44291
28341/43759,7333,43759,28341
21501/22009,7327,21501,22009
12071/17179,7325,17179,12071
47611/59073,7324,47611,59073
71099/72069,7324,72069,71099
30021/44251,7324,30021,44251
10161/10239,7322,10161,10239
59421/59449,7322,59421,59449
55509/64119,7321,55509,64119
46008/46579,7316,46008,46579
52009/52409,7311,52409,52009
22499/27389,7310,27389,22499
64009/64331,7309,64331,64009
30031/44251,7304,30031,44251
53209/54009,7299,54009,53209
77009/78059,7296,77009,78059
53029/53059,7295,53059,53029
52079/52189,7287,52189,52079
43041/43061,7287,43041,43061
84201/84239,7286,84239,84201
43571/43831,7286,43571,43831
64009/64321,7281,64321,64009
60059/80109,7270,60059,80109
52009/52141,7267,52009,52141
54009/54589,7261,54009,54589
22521/27409,7252,27409,22521
44031/45279,7251,45279,44031
50169/52009,7249,50169,52009
46008/46859,7239,46859,46008
14129/14281,7237,14281,14129
72021/83101,7235,83101,72021
22009/22141,7232,22141,22009
55509/64111,7230,64111,55509
75009/76209,7225,76209,75009
65041/67009,7221,65041,67009
82029/82069,7217,82069,82029
76031/76091,7215,76091,76031
46771/57119,7215,46771,57119
75009/76089,7212,76089,75009
17161/17171,7209,17161,17171
46009/46401,7206,46009,46401
22009/22369,7206,22369,22009
81129/92161,7201,92161,81129
54009/54451,7195,54009,54451
54371/66381,7193,66381,54371
46009/46881,7192,46009,46881
59009/59291,7190,59009,59291
28331/28461,7183,28331,28461
44009/44269,7178,44269,44009
53341/53381,7178,53381,53341
46009/46709,7177,46009,46709
46069/47041,7173,46069,47041
21661/28091,7171,21661,28091
11369/19059,7160,11369,19059
17061/17171,7151,17171,17061
21599/28099,7151,28099,21599
59161/59379,7151,59379,59161
44009/44259,7150,44259,44009
84301/84451,7144,84301,84451
10201/10341,7133,10341,10201
27109/44539,7132,44539,27109
84239/84351,7129,84239,84351
77009/77181,7128,77009,77181
55131/55189,7121,55131,55189
63011/66009,7121,66009,63011
53231/54299,7118,54299,53231
75231/84009,7114,75231,84009
68021/68111,7108,68021,68111
52009/70119,7107,70119,52009
42151/43009,7104,42151,43009
21561/21591,7095,21561,21591
58009/58531,7093,58009,58531
67379/67401,7092,67379,67401
63369/66359,7092,63369,66359
59561/59631,7087,59561,59631
77321/78111,7086,78111,77321
84009/84449,7086,84449,84009
27101/44531,7085,27101,44531
59311/59561,7085,59311,59561
67009/67199,7079,67199,67009
81181/92179,7068,81181,92179
64009/66589,7064,64009,66589
54241/55139,7062,55139,54241
64119/66351,7056,64119,66351
46008/46399,7051,46399,46008
65061/67009,7049,67009,65061
84009/84339,7049,84009,84339
52169/52559,7046,52169,52559
21631/28091,7046,21631,28091
57021/59079,7046,57021,59079
67009/67671,7044,67009,67671
57119/59231,7042,59231,57119
43009/43581,7041,43009,43581
59073/59449,7041,59073,59449
57119/59159,7037,57119,59159
47621/58219,7036,47621,58219
63209/66359,7033,63209,66359
22009/43349,7033,22009,43349
52291/52559,7031,52291,52559
21391/22009,7027,21391,22009
44009/44181,7025,44009,44181
75359/76191,7025,75359,76191
84009/84591,7019,84009,84591
55151/55189,7018,55151,55189
76071/76101,7017,76071,76101
11071/11169,7017,11169,11071
10009/14259,7013,14259,10009
59073/59559,7010,59073,59559
64101/66009,7007,66009,64101
22009/22401,7006,22401,22009
54379/66389,7005,54379,66389
63029/63039,7002,63039,63029
67009/67251,6992,67251,67009
21509/22009,6991,22009,21509
60191/80101,6981,80101,60191
44639/44869,6978,44869,44639
67009/67371,6977,67009,67371
83011/83062,6976,83011,83062
59051/59139,6976,59051,59139
10009/14399,6974,10009,14399
52009/70121,6973,52009,70121
28009/28279,6971,28279,28009
15041/15051,6969,15041,15051
46009/46301,6967,46009,46301
65009/65389,6966,65389,65009
63031/63249,6966,63031,63249
45009/45421,6965,45009,45421
75009/75219,6965,75219,75009
76241/95109,6965,76241,95109
77009/77289,6963,77009,77289
22009/28509,6963,22009,28509
43579/44079,6960,44079,43579
72019/82009,6957,72019,82009
21421/28409,6953,21421,28409
46009/46801,6952,46009,46801
54009/54449,6952,54009,54449
77009/78121,6947,78121,77009
54248/54289,6946,54289,54248
25429/26461,6935,26461,25429
60159/60161,6934,60159,60161
77009/78091,6929,78091,77009
60229/80101,6928,80101,60229
53239/54371,6928,53239,54371
28339/28631,6926,28339,28631
14141/15041,6926,14141,15041
83062/84571,6919,83062,84571
44009/45411,6912,45411,44009
54009/66389,6909,54009,66389
70271/70281,6909,70271,70281
85091/85101,6907,85091,85101
96041/96061,6903,96041,96061
43009/43681,6902,43681,43009
46009/46811,6900,46009,46811
75009/76339,6897,76339,75009
46009/47071,6893,46009,47071
46009/46349,6893,46349,46009
70211/81089,6892,70211,81089
84031/85061,6891,84031,85061
10169/10231,6889,10231,10169
46009/46769,6886,46769,46009
10399/14141,6886,10399,14141
82032/84031,6882,82032,84031
63059/66351,6881,63059,66351
76039/98099,6880,98099,76039
64381/64571,6877,64571,64381
96129/96169,6873,96129,96169
85099/96429,6871,96429,85099
57111/59079,6866,59079,57111
44771/45009,6861,45009,44771
22009/27159,6860,22009,27159
58009/58521,6859,58009,58521
52089/60269,6851,60269,52089
60159/60229,6850,60229,60159
40181/50229,6847,40181,50229
76039/76239,6840,76239,76039
18071/28009,6839,18071,28009
46009/68119,6830,68119,46009
58011/59079,6828,59079,58011
22599/27389,6823,27389,22599
54009/54271,6822,54009,54271
21449/21591,6819,21591,21449
45131/46031,6807,45131,46031
84039/84219,6807,84219,84039
45269/45329,6805,45329,45269
53169/53231,6804,53169,53231
46771/58301,6802,46771,58301
50179/52009,6801,50179,52009
59081/59561,6799,59081,59561
64471/66009,6794,66009,64471
64621/67601,6791,67601,64621
22009/23181,6789,23181,22009
28009/28649,6788,28009,28649
22521/27419,6788,27419,22521
55229/55509,6784,55509,55229
67009/67239,6782,67009,67239
17049/17079,6781,17079,17049
10161/10181,6779,10161,10181
10009/10139,6778,10139,10009
75009/98019,6773,98019,75009
58009/58501,6771,58009,58501
92049/92231,6769,92231,92049
81181/92101,6766,81181,92101
75009/76291,6765,75009,76291
40321/43009,6762,43009,40321
72019/83062,6761,72019,83062
59239/59399,6760,59239,59399
64541/75009,6757,75009,64541
21439/22009,6756,21439,22009
22009/27281,6756,22009,27281
52009/52509,6754,52009,52509
58219/58269,6753,58219,58269
60161/60229,6753,60229,60161
96049/96069,6750,96069,96049
75009/75099,6748,75009,75099
16011/16041,6746,16011,16041
66351/67059,6746,66351,67059
28009/28409,6745,28009,28409
84081/85099,6743,85099,84081
52009/60159,6742,52009,60159
46779/58309,6741,58309,46779
44281/44531,6738,44281,44531
65149/65251,6738,65149,65251
44009/45401,6736,44009,45401
80071/81011,6736,80071,81011
65009/75351,6734,75351,65009
11161/11351,6732,11161,11351
70269/81111,6730,70269,81111
77009/77169,6730,77169,77009
10161/14291,6727,10161,14291
46381/46529,6727,46529,46381
59429/59639,6726,59639,59429
43571/44071,6722,43571,44071
17171/20249,6720,17171,20249
21581/22009,6715,21581,22009
43571/43581,6711,43571,43581
75351/76141,6710,76141,75351
58011/59111,6709,59111,58011
62139/63301,6708,63301,62139
84041/85091,6706,84041,85091
54229/54248,6704,54248,54229
46009/59111,6703,59111,46009
76039/76099,6703,76039,76099
64389/64431,6698,64389,64431
60261/61021,6695,60261,61021
83062/84551,6690,83062,84551
46669/46779,6689,46779,46669
96129/96161,6684,96129,96161
46009/46359,6683,46359,46009
22009/27461,6683,27461,22009
76061/95029,6682,95029,76061
76031/98011,6681,76031,98011
43009/43489,6674,43009,43489
66049/66351,6672,66351,66049
45071/45131,6668,45071,45131
59009/59631,6667,59631,59009
54009/66431,6664,54009,66431
63249/75009,6661,63249,75009
75271/76199,6661,76199,75271
22009/27171,6654,22009,27171
16891/17171,6650,16891,17171
63099/63241,6644,63099,63241
76069/95029,6644,76069,95029
44269/44731,6638,44269,44731
72069/83109,6637,72069,83109
46009/46451,6637,46009,46451
53231/53339,6629,53339,53231
52009/52369,6628,52009,52369
44269/44779,6628,44269,44779
92049/93029,6626,93029,92049
59111/59569,6626,59569,59111
46009/46311,6622,46009,46311
76061/95129,6622,95129,76061
30049/44531,6622,44531,30049
11191/17171,6619,11191,17171
22009/43341,6619,43341,22009
22009/22431,6617,22431,22009
55509/64479,6613,64479,55509
44009/44471,6613,44471,44009
65199/77009,6612,65199,77009
67409/67489,6609,67409,67489
64009/64481,6597,64481,64009
84009/84121,6587,84121,84009
52009/52479,6586,52479,52009
44029/44121,6586,44121,44029
81111/81161,6586,81111,81161
21441/28409,6579,21441,28409
40011/40031,6576,40011,40031
55201/55509,6566,55201,55509
59429/59719,6561,59719,59429
68111/95109,6561,68111,95109
76189/76199,6557,76189,76199
55189/55231,6556,55231,55189
76031/78051,6553,76031,78051
80279/90069,6553,80279,90069
92041/93021,6551,92041,93021
63371/64009,6550,63371,64009
22009/22021,6549,22021,22009
17171/20341,6544,20341,17171
17179/17379,6543,17379,17179
60229/60261,6542,60229,60261
28339/28469,6539,28469,28339
67009/84009,6538,84009,67009
67591/67601,6538,67591,67601
63361/66371,6537,66371,63361
76211/76221,6536,76211,76221
23359/24009,6536,24009,23359
52179/52361,6532,52361,52179
64129/66359,6532,64129,66359
45321/45359,6531,45359,45321
21569/21599,6526,21599,21569
54009/54291,6524,54009,54291
55151/55509,6515,55151,55509
76031/76081,6512,76081,76031
22009/22159,6511,22009,22159
75009/76411,6511,75009,76411
64009/64071,6509,64009,64071
57129/75009,6509,57129,75009
84009/84639,6506,84009,84639
24709/26151,6502,24709,26151
84009/84021,6495,84021,84009
63391/64009,6494,63391,64009
10481/10599,6493,10481,10599
22009/22289,6490,22289,22009
28409/28499,6490,28409,28499
22529/27261,6490,27261,22529
53231/54621,6489,54621,53231
14141/14161,6487,14141,14161
75009/75031,6485,75031,75009
59119/75009,6484,59119,75009
22521/27429,6477,27429,22521
28009/28039,6476,28009,28039
25421/26299,6476,25421,26299
22009/44141,6470,22009,44141
54009/63241,6469,63241,54009
59059/75009,6469,59059,75009
63201/66351,6468,66351,63201
46069/46581,6465,46069,46581
54209/54241,6464,54209,54241
10119/11169,6462,11169,10119
59009/59051,6460,59051,59009
64381/64429,6459,64429,64381
21231/28091,6459,28091,21231
84021/84119,6459,84021,84119
22009/22011,6457,22011,22009
53041/53121,6452,53121,53041
63039/64019,6450,64019,63039
42151/43419,6450,42151,43419
46149/46179,6446,46179,46149
17179/20039,6440,20039,17179
75009/77289,6436,75009,77289
52059/52189,6436,52059,52189
22009/27369,6436,27369,22009
65191/77331,6433,77331,65191
59041/95129,6432,95129,59041
22009/28461,6430,28461,22009
14129/15169,6430,15169,14129
54399/54659,6430,54659,54399
17049/20299,6426,20299,17049
21259/22009,6425,21259,22009
45319/45329,6423,45329,45319
44251/44399,6422,44399,44251
53189/54009,6421,54009,53189
78069/78081,6419,78081,78069
46779/46911,6418,46911,46779
83101/92049,6418,92049,83101
44031/45269,6417,45269,44031
11141/11151,6413,11141,11151
10209/10329,6405,10329,10209
54269/66429,6404,66429,54269
54381/66381,6404,66381,54381
58251/58289,6399,58251,58289
22009/27231,6398,27231,22009
59009/59429,6396,59429,59009
59429/59439,6396,59439,59429
40239/44261,6395,44261,40239
65009/65459,6389,65009,65459
43009/43669,6389,43669,43009
57129/59073,6389,57129,59073
24009/24269,6388,24269,24009
71079/83101,6386,83101,71079
51049/51059,6384,51059,51049
58259/58371,6384,58371,58259
84059/84231,6383,84231,84059
43009/43579,6383,43579,43009
78069/95109,6375,78069,95109
12109/17179,6375,12109,17179
65199/77339,6371,65199,77339
10161/13139,6371,13139,10161
65071/67009,6370,67009,65071
28009/28291,6369,28009,28291
43009/43739,6368,43009,43739
65009/65551,6367,65009,65551
55189/68029,6366,68029,55189
11511/14141,6364,14141,11511
54209/55509,6363,55509,54209
14141/17041,6362,14141,17041
65199/75231,6355,65199,75231
46771/47671,6355,46771,47671
84009/93049,6354,84009,93049
21619/22009,6354,22009,21619
10161/10359,6350,10161,10359
46639/47521,6342,47521,46639
82099/92041,6342,82099,92041
44009/44101,6339,44101,44009
53231/54531,6334,54531,53231
62271/64009,6330,62271,64009
64009/66331,6326,66331,64009
63099/83101,6325,83101,63099
10018/10391,6325,10391,10018
21449/22491,6323,21449,22491
63079/63099,6322,63099,63079
52009/60139,6322,52009,60139
44021/45131,6321,44021,45131
22499/22599,6320,22599,22499
75279/76191,6318,75279,76191
55031/59049,6313,59049,55031
83062/84561,6309,83062,84561
43231/43271,6309,43231,43271
75009/76329,6306,76329,75009
46779/59261,6305,59261,46779
46521/47069,6296,47069,46521
10379/14141,6292,10379,14141
77171/77351,6290,77351,77171
28401/28541,6286,28401,28541
66009/70051,6285,70051,66009
65171/65191,6282,65191,65171
46009/75009,6275,46009,75009
17049/17259,6270,17259,17049
77009/78219,6270,77009,78219
27431/27451,6264,27451,27431
76101/76421,6263,76101,76421
40011/50011,6262,40011,50011
46008/46289,6259,46289,46008
46009/47589,6259,47589,46009
17009/17211,6259,17211,17009
43239/43279,6258,43279,43239
84031/92041,6258,92041,84031
17171/43009,6256,17171,43009
10209/11511,6255,11511,10209
17179/19019,6254,17179,19019
17049/17239,6254,17239,17049
64009/64601,6247,64009,64601
71089/83101,6246,83101,71089
17179/28651,6242,28651,17179
52201/52559,6241,52201,52559
53201/54009,6239,53201,54009
59009/59299,6238,59009,59299
46471/58219,6238,46471,58219
45009/45261,6235,45009,45261
53121/53369,6228,53121,53369
59009/59041,6227,59041,59009
21779/28009,6226,28009,21779
83081/84009,6226,83081,84009
11161/11401,6226,11161,11401
59009/60081,6224,59009,60081
77069/77321,6217,77321,77069
46009/67449,6214,67449,46009
59131/59561,6214,59131,59561
77009/77269,6212,77269,77009
84009/92071,6209,92071,84009
63301/66359,6199,63301,66359
27439/27459,6193,27439,27459
10201/10321,6191,10201,10321
44109/44539,6190,44539,44109
65191/75239,6185,75239,65191
10421/10599,6184,10599,10421
77009/78141,6182,78141,77009
44619/44639,6181,44619,44639
67009/67141,6179,67141,67009
23491/24581,6177,24581,23491
53231/54609,6176,54609,53231
55111/55509,6175,55509,55111
10299/11169,6163,11169,10299
10041/14141,6162,10041,14141
44029/44131,6159,44131,44029
75239/84009,6157,84009,75239
43319/43389,6156,43389,43319
59041/59111,6153,59041,59111
44031/45411,6150,45411,44031
66009/66319,6149,66009,66319
75009/75219,6149,75009,75219
53381/54241,6148,53381,54241
59239/59389,6148,59239,59389
75341/84009,6147,84009,75341
24709/25549,6147,24709,25549
46071/46779,6145,46779,46071
84201/84249,6145,84249,84201
53041/53369,6144,53041,53369
76141/76541,6140,76141,76541
46009/46571,6139,46571,46009
11519/14129,6138,11519,14129
58339/59079,6138,59079,58339
44691/44771,6137,44691,44771
54009/54621,6134,54621,54009
46009/46119,6134,46009,46119
76101/76241,6128,76101,76241
83062/84009,6128,83062,84009
54269/54309,6127,54309,54269
10089/10169,6126,10089,10169
21429/28401,6125,28401,21429
52299/52559,6123,52559,52299
46009/46561,6116,46561,46009
75009/84479,6115,75009,84479
23201/24009,6114,24009,23201
21449/28511,6114,28511,21449
92049/92241,6113,92049,92241
62139/63109,6109,63109,62139
17029/17179,6109,17179,17029
75009/76111,6105,75009,76111
46779/75009,6102,75009,46779
21599/28399,6099,28399,21599
46779/57111,6098,57111,46779
45061/46009,6096,45061,46009
46008/46341,6083,46008,46341
60139/60159,6081,60159,60139
41051/41071,6080,41051,41071
55509/67051,6077,55509,67051
77009/77289,6076,77289,77009
80279/91099,6076,80279,91099
46229/46639,6074,46229,46639
70211/81119,6073,81119,70211
14009/14501,6073,14009,14501
52151/52161,6072,52151,52161
96309/96351,6067,96309,96351
50221/60199,6067,50221,60199
44009/45259,6066,45259,44009
10169/14199,6066,14199,10169
60121/60241,6064,60121,60241
60051/60121,6063,60051,60121
52049/52189,6060,52189,52049
67009/67101,6060,67009,67101
17009/28039,6059,28039,17009
81119/82029,6055,82029,81119
59073/65069,6055,59073,65069
53121/53151,6054,53121,53151
59041/59479,6053,59479,59041
76089/76109,6052,76109,76089
64409/67601,6051,67601,64409
59061/75009,6050,75009,59061
41071/41081,6050,41071,41081
55039/59041,6050,55039,59041
46111/46529,6048,46529,46111
64381/64409,6044,64409,64381
10091/11161,6042,10091,11161
11519/15059,6041,11519,15059
17171/43181,6037,17171,43181
76039/78069,6036,78069,76039
16229/17369,6034,17369,16229
46771/46811,6033,46771,46811
22009/22189,6033,22009,22189
84409/84451,6030,84409,84451
84039/84139,6029,84039,84139
81129/82081,6028,82081,81129
84031/84229,6026,84031,84229
17009/17041,6024,17009,17041
28401/28561,6022,28401,28561
75059/76089,6022,76089,75059
75009/98311,6013,75009,98311
22009/22299,6011,22009,22299
54009/56021,6007,54009,56021
76031/76241,6007,76031,76241
28099/28529,6007,28099,28529
46008/46589,6004,46008,46589
84471/84499,6000,84499,84471
28009/43349,6000,28009,43349
46009/46261,5999,46009,46261
55509/66479,5997,66479,55509
22009/22181,5997,22181,22009
76319/76359,5997,76359,76319
50031/50171,5995,50031,50171
24009/27519,5994,24009,27519
59009/59231,5993,59231,59009
50038/52099,5991,52099,50038
22009/28501,5990,28501,22009
71099/72079,5990,72079,71099
65191/96309,5989,96309,65191
65191/68119,5989,65191,68119
42091/42111,5985,42091,42111
47599/47671,5984,47599,47671
14141/28009,5983,14141,28009
63039/77281,5982,77281,63039
54269/54579,5979,54579,54269
65191/65439,5970,65191,65439
82061/83129,5969,82061,83129
50209/52009,5966,50209,52009
22009/44259,5965,44259,22009
46009/47821,5964,46009,47821
59009/59369,5963,59009,59369
46481/58219,5961,46481,58219
82061/83011,5960,82061,83011
59051/75009,5960,75009,59051
46469/58211,5959,58211,46469
58091/58211,5958,58091,58211
40351/43009,5957,43009,40351
76109/96129,5955,76109,96129
59072/59431,5955,59072,59431
14009/14399,5953,14399,14009
76191/77029,5949,77029,76191
52009/60081,5940,52009,60081
81189/82071,5940,82071,81189
44009/44109,5937,44009,44109
17009/20331,5936,17009,20331
50031/50201,5935,50031,50201
71091/72061,5933,71091,72061
82061/83151,5930,82061,83151
44281/45009,5930,45009,44281
17171/20331,5926,20331,17171
52059/66009,5926,66009,52059
43191/43419,5924,43191,43419
75009/76081,5921,75009,76081
52009/52261,5921,52009,52261
75009/75231,5919,75231,75009
84031/96259,5915,84031,96259
21529/22009,5915,21529,22009
52009/60159,5909,60159,52009
62271/64009,5908,64009,62271
81129/81149,5907,81149,81129
65009/65469,5906,65009,65469
10009/14339,5906,10009,14339
54261/64009,5904,54261,64009
65199/68111,5899,68111,65199
54181/54191,5896,54181,54191
21589/22009,5896,22009,21589
76181/76421,5896,76181,76421
66009/67059,5893,66009,67059
84009/96219,5892,96219,84009
71111/82061,5892,82061,71111
84009/92221,5891,84009,92221
58331/59073,5890,58331,59073
59009/59709,5887,59009,59709
46009/67441,5887,46009,67441
54241/54281,5886,54241,54281
84241/85091,5885,84241,85091
63059/64009,5884,64009,63059
66009/66409,5882,66009,66409
63249/64549,5881,64549,63249
45069/46009,5881,46009,45069
14129/14159,5880,14159,14129
80229/81119,5880,81119,80229
84009/84349,5876,84349,84009
46009/46649,5871,46649,46009
13121/40181,5867,13121,40181
75359/77331,5866,77331,75359
22009/27441,5859,27441,22009
23219/24009,5855,23219,24009
59091/59201,5854,59091,59201
44041/46101,5853,44041,46101
52009/52129,5846,52009,52129
65009/65331,5844,65009,65331
75009/77331,5844,77331,75009
52059/52389,5838,52389,52059
61099/61101,5835,61101,61099
50221/60121,5835,50221,60121
75009/95061,5834,75009,95061
28009/28251,5833,28009,28251
77009/77369,5831,77009,77369
46771/46821,5830,46771,46821
54261/63381,5830,54261,63381
65009/65461,5829,65461,65009
77009/77319,5829,77319,77009
75081/75329,5827,75329,75081
58219/59529,5826,58219,59529
75009/84031,5825,84031,75009
76101/76199,5818,76101,76199
17009/17279,5818,17279,17009
54009/54031,5817,54009,54031
54589/66389,5816,54589,66389
30031/44009,5814,30031,44009
75009/76529,5813,75009,76529
54009/66381,5809,66381,54009
53239/53391,5807,53239,53391
77321/78211,5804,78211,77321
24009/24461,5803,24461,24009
22009/22151,5803,22151,22009
63039/64409,5794,64409,63039
59461/59689,5793,59461,59689
12039/17009,5793,17009,12039
64009/64231,5792,64231,64009
70171/81081,5788,81081,70171
30041/44539,5786,30041,44539
60121/70101,5784,60121,70101
10181/10201,5784,10181,10201
57079/59073,5783,59073,57079
40329/43009,5781,40329,43009
25439/26261,5781,26261,25439
14129/15159,5775,15159,14129
63109/83101,5775,83101,63109
44221/44739,5772,44739,44221
21211/28099,5771,21211,28099
63051/66009,5770,66009,63051
54231/54241,5766,54231,54241
65009/65079,5764,65009,65079
40181/50991,5762,40181,50991
17009/17121,5761,17121,17009
28391/28519,5760,28391,28519
