START_ID,label
80026680,0
80027034,0
80027102,0
80027307,0
80028225,0
80029568,0
80029906,0
80030047,0
80030083,0
80030093,0
80030695,0
80031866,0
80032076,0
80032132,0
80032678,0
80034131,0
80034685,0
80035587,0
80037224,0
80037563,0
80037688,0
80038125,0
80038615,0
80039976,0
80040128,0
80040242,0
80040268,0
80040352,0
80040863,0
80042446,0
80042464,0
80042473,0
80043729,0
80044337,0
80045243,0
80046014,0
80046360,0
80046423,0
80046639,0
80046640,0
80046702,0
80046816,0
80046832,0
80046918,0
80046923,0
80047049,0
80047125,0
80047204,0
80047295,0
80047302,0
80047303,0
80047621,0
80047660,0
80047678,0
80047810,0
80047905,0
80048040,0
80048077,0
80048078,0
80048086,0
80048091,0
80048100,0
80048102,0
80048374,0
80048380,0
80048420,0
80048454,0
80048456,0
80048497,0
80048511,0
80048514,0
80048559,0
80048560,0
80048634,0
80048744,0
80048751,0
80048755,0
80048762,0
80048764,0
80048769,0
80049017,0
80049056,0
80049083,0
80049091,0
80049092,0
80049095,0
80049098,0
80049102,0
80049107,0
80049108,0
80049116,0
80049123,0
80049233,0
80049436,0
80049437,0
80049440,0
80049450,0
80049456,0
80049473,0
80049480,0
80049487,0
80049488,0
80049682,0
80049768,0
80049771,0
80053735,0
80054822,0
80054878,0
80055183,0
80055482,0
80056276,0
80056658,0
80056746,0
80056922,0
80057095,0
80057124,0
80057285,0
80057296,0
80057573,0
80057761,0
80058950,0
80059301,0
80059305,0
80059306,0
80059484,0
80059608,0
80060214,0
80060840,0
80062497,0
80062652,0
80062821,0
80062877,0
80063156,0
80063366,0
80064484,0
80064646,0
80064919,0
80065737,0
80066102,0
80066252,0
80066279,0
80066713,0
80068132,0
80068233,0
80068241,0
80068268,0
80068863,0
80070467,0
80070491,0
80070496,0
80070497,0
80070500,0
80070505,0
80071203,0
80071394,0
80072060,0
80073128,0
80073168,0
80073709,0
80074057,0
80074061,0
80074260,0
80075287,0
80075348,0
80075351,0
80075383,0
80075412,0
80075831,0
80075967,0
80075982,0
80076726,0
80077423,0
80077511,0
80077770,0
80078425,0
80078552,0
80078588,0
80078592,0
80078720,0
80078856,0
80078857,0
80079273,0
80079420,0
80079421,0
80079743,0
80080263,0
80080443,0
80081814,0
80082527,0
80082681,0
80083150,0
80083151,0
80083154,0
80083155,0
80083221,0
80083434,0
80084126,0
80084900,0
80085157,0
80085186,0
80085550,0
80085621,0
80085969,0
80086439,0
80086440,0
80086449,0
80086527,0
80086535,0
80086539,0
80086783,0
80087553,0
80087588,0
80087688,0
80087707,0
80087710,0
80087712,0
80087713,0
80087714,0
80087716,0
80087905,0
80087947,0
80088025,0
80088118,0
80088134,0
80088250,0
80088425,0
80088555,0
80088559,0
80088569,0
80088641,0
80088747,0
80088774,0
80088879,0
80088893,0
80088934,0
80088939,0
80088952,0
80088965,0
80088994,0
80089031,0
80089058,0
80089558,0
80089566,0
80089567,0
80089591,0
80089602,0
80089672,0
80089754,0
80090101,0
80090719,0
80090992,0
80091221,0
80091401,0
80091404,0
80091419,0
80091423,0
80091455,0
80091507,0
80091531,0
80091550,0
80091557,0
80091665,0
80091674,0
80091831,0
80091852,0
80091853,0
80091957,0
80092225,0
80092305,0
80092310,0
80092318,0
80092357,0
80092360,0
80092387,0
80092467,0
80092650,0
80092919,0
80092989,0
80093175,0
80093238,0
80093296,0
80093380,0
80093430,0
80093609,0
80093615,0
80093616,0
80093646,0
80093647,0
80093648,0
80093657,0
80093683,0
80093685,0
80093704,0
80093708,0
80093719,0
80093721,0
80093726,0
80093735,0
80093741,0
80093747,0
80093787,0
80093838,0
80094076,0
80094087,0
80094089,0
80094157,0
80094205,0
80094235,0
80094980,0
80095072,0
80095073,0
80095076,0
80095077,0
80095081,0
80095144,0
80095168,0
80095181,0
80095337,0
80095515,0
80095806,0
80095810,0
80095832,0
80096020,0
80096084,0
80096190,0
80096194,0
80096196,0
80097511,0
80097841,0
80098087,0
80098693,0
80100243,0
80100353,0
80100433,0
80100542,0
80100776,0
80101313,0
80101434,0
80101812,0
80102529,0
80102587,0
80103070,0
80103078,0
80103202,0
80103392,0
80104717,0
80106086,0
80106529,0
80106530,0
80106531,0
80106558,0
80106584,0
80106591,0
80106603,0
80106633,0
80106648,0
80106658,0
80106659,0
80106682,0
80106704,0
80106729,0
80107121,0
80107250,0
80107870,0
80108838,0
80108840,0
80108842,0
80108846,0
80108849,0
80108855,0
80108856,0
80108875,0
80108879,0
80108881,0
80108886,0
80108889,0
80108933,0
80108942,0
80108943,0
80109457,0
80109786,0
80110062,0
80110110,0
80110170,0
80110738,0
80111511,0
80111905,0
80111995,0
80111997,0
80112305,0
80112321,0
80112508,0
80112688,0
80112713,0
80112847,0
80112869,0
80112996,0
80113414,0
80113415,0
80114813,0
80114844,0
80115120,0
80115123,0
80115126,0
80115391,0
80115466,0
80115493,0
80115497,0
80115553,0
80116498,0
80116979,0
80117267,0
80118053,0
80118252,0
80118324,0
80118362,0
80118775,0
80120846,0
80122503,0
80122777,0
80122785,0
80122934,0
80122977,0
80122984,0
80123037,0
80124413,0
80124414,0
80124452,0
80124544,0
80124547,0
80124777,0
80124996,0
80125009,0
80125209,0
80125502,0
80125653,0
80126391,0
80126392,0
80126634,0
80126656,0
80126962,0
80127306,0
80128367,0
80128649,0
80128963,0
80128987,0
80129037,0
80129104,0
80129133,0
80129164,0
80129215,0
80129869,0
80129927,0
80129931,0
80129968,0
80130174,0
80130222,0
80130333,0
80130437,0
80130526,0
80130535,0
80130539,0
80130542,0
80130543,0
80130551,0
80130565,0
80130571,0
80130576,0
80130577,0
80130578,0
80130579,0
80130581,0
80130597,0
80130653,0
80130667,0
80130683,0
80130684,0
80130733,0
80130776,0
80130781,0
80130817,0
80130818,0
80130827,0
80130828,0
80130831,0
80130839,0
80130840,0
80130849,0
80130853,0
80130854,0
80130855,0
80130866,0
80130868,0
80130870,0
80130879,0
80130881,0
80130911,0
80131100,0
80131247,0
80131362,0
80131381,0
80131386,0
80131540,0
80131567,0
80131569,0
80131581,0
80131583,0
80131585,0
80131682,0
80131789,0
80131793,0
80131809,0
80132297,0
80132390,0
80132931,0
80133016,0
80133538,0
80133634,0
80133839,0
80133846,0
80134052,0
80134261,0
80136849,0
80137644,0
80139110,0
80139116,0
80139227,0
80139277,0
80140471,0
80140484,0
80140674,0
80140865,0
80141154,0
80141275,0
80141591,0
80141727,0
80141896,0
80142291,0
80142441,0
80142706,0
80142715,0
80142717,0
80142737,0
80143831,0
80143886,0
80143889,0
80143890,0
80145066,0
80145067,0
80145068,0
80145135,0
80145175,0
80145184,0
80145208,0
80145257,0
80145292,0
80145310,0
80145440,0
80145590,0
80145602,0
80145878,0
80145880,0
80146543,0
80146881,0
80146919,0
80146924,0
80147183,0
80147193,0
80147202,0
80147205,0
80147277,0
80147286,0
80147291,0
80147294,0
80147297,0
80147317,0
80147649,0
80147673,0
80147695,0
80147998,0
80148822,0
80149358,0
80026735,1
80028388,1
80032068,1
80032364,1
80036396,1
80036432,1
80036669,1
80037612,1
80043641,1
80046334,1
80046507,1
80046679,1
80047811,1
80047826,1
80048610,1
80049117,1
80049490,1
80055889,1
80056599,1
80059605,1
80063335,1
80071024,1
80073657,1
80076281,1
80077585,1
80078498,1
80078582,1
80081746,1
80084739,1
80084902,1
80086684,1
80087735,1
80087743,1
80089116,1
80091487,1
80092315,1
80092806,1
80093145,1
80093388,1
80093608,1
80093651,1
80093664,1
80093669,1
80093705,1
80093732,1
80094694,1
80095216,1
80095835,1
80098576,1
80104633,1
80106484,1
80106677,1
80106758,1
80108845,1
80111060,1
80114769,1
80114816,1
80115124,1
80115546,1
80124482,1
80125010,1
80126219,1
80126643,1
80129086,1
80129208,1
80129939,1
80130570,1
80130664,1
80130759,1
80130792,1
80130802,1
80130859,1
80131529,1
80131710,1
80133110,1
80133738,1
80135121,1
80139068,1
80143846,1
80144797,1
80145072,1
80145384,1
80146802,1
80146822,1
80147111,1
80147685,1
80027204,2
80028545,2
80030095,2
80031604,2
80035477,2
80036818,2
80037319,2
80038761,2
80040240,2
80043753,2
80046010,2
80047026,2
80047050,2
80047296,2
80047646,2
80047771,2
80047831,2
80047988,2
80048371,2
80048382,2
80048434,2
80048510,2
80048571,2
80048754,2
80048799,2
80049052,2
80049055,2
80049075,2
80049225,2
80049439,2
80049443,2
80049453,2
80049751,2
80049772,2
80051016,2
80051149,2
80053734,2
80056196,2
80057294,2
80058890,2
80058937,2
80059300,2
80059302,2
80061782,2
80062505,2
80062534,2
80064773,2
80066261,2
80066267,2
80068234,2
80069429,2
80070465,2
80070485,2
80070504,2
80071965,2
80073510,2
80074402,2
80074461,2
80076324,2
80077487,2
80077502,2
80077504,2
80078653,2
80078855,2
80080062,2
80081341,2
80083153,2
80083252,2
80085153,2
80086465,2
80087484,2
80087687,2
80087693,2
80087934,2
80088009,2
80090108,2
80090316,2
80091463,2
80091683,2
80092135,2
80092228,2
80092333,2
80093053,2
80093598,2
80093605,2
80093611,2
80093654,2
80093680,2
80093681,2
80093689,2
80093699,2
80093717,2
80093722,2
80093723,2
80093730,2
80093738,2
80095075,2
80095179,2
80095872,2
80095874,2
80095934,2
80096189,2
80096492,2
80098049,2
80101603,2
80102196,2
80103470,2
80104035,2
80105324,2
80105413,2
80105653,2
80105945,2
80106090,2
80106385,2
80106548,2
80108841,2
80108863,2
80108888,2
80108905,2
80109946,2
80110419,2
80110596,2
80110850,2
80111041,2
80112506,2
80113754,2
80113936,2
80114400,2
80115027,2
80115028,2
80115125,2
80115676,2
80119736,2
80120122,2
80120366,2
80120467,2
80120616,2
80120863,2
80122501,2
80123297,2
80124931,2
80125090,2
80125729,2
80126363,2
80126657,2
80126687,2
80128933,2
80129266,2
80130587,2
80130634,2
80130715,2
80130772,2
80130790,2
80130826,2
80130842,2
80130856,2
80131015,2
80131036,2
80131094,2
80131244,2
80131245,2
80131367,2
80131457,2
80131774,2
80132988,2
80133404,2
80133587,2
80133655,2
80133657,2
80133732,2
80133994,2
80134038,2
80138892,2
80139621,2
80142020,2
80145128,2
80145188,2
80145189,2
80145210,2
80145269,2
80145631,2
80146200,2
80146665,2
80146866,2
80147091,2
80147232,2
80147298,2
80147307,2
80147864,2
80148247,2
80149384,2
80026678,3
80026749,3
80030250,3
80031776,3
80033232,3
80034108,3
80034775,3
80034924,3
80037385,3
80040355,3
80042410,3
80043340,3
80045353,3
80046063,3
80046487,3
80046879,3
80047406,3
80048257,3
80048297,3
80048381,3
80049270,3
80049444,3
80049445,3
80049451,3
80049484,3
80052243,3
80057297,3
80059220,3
80064251,3
80066258,3
80070479,3
80073008,3
80073113,3
80076323,3
80079214,3
80080141,3
80084041,3
80084581,3
80086424,3
80086447,3
80086453,3
80086735,3
80087747,3
80088033,3
80088784,3
80088987,3
80089076,3
80091105,3
80091573,3
80091606,3
80091747,3
80091845,3
80092304,3
80093195,3
80093679,3
80093720,3
80094234,3
80094950,3
80095861,3
80095933,3
80097745,3
80097810,3
80099132,3
80101972,3
80103473,3
80106716,3
80106751,3
80108884,3
80113253,3
80113290,3
80113483,3
80119328,3
80120956,3
80122850,3
80123063,3
80123064,3
80125254,3
80126366,3
80127289,3
80128196,3
80130211,3
80130561,3
80130572,3
80130574,3
80130770,3
80130779,3
80130783,3
80130841,3
80130843,3
80130861,3
80130863,3
80130867,3
80135120,3
80135124,3
80141184,3
80141185,3
80143108,3
80143896,3
80143897,3
80145382,3
80145883,3
80147305,3
80147674,3
80147912,3
80046641,4
80126595,4
80126596,4
80126598,4
80131580,4
80147426,4
66000056,5
66000101,5
66000151,5
66000170,5
66003886,5
66003900,5
66003901,5
66004461,5
66004472,5
66004687,5
66004740,5
66004877,5
66005154,5
66005162,5
66005163,5
66005219,5
66005309,5
66005460,5
66005461,5
66005466,5
66005513,5
66005542,5
66005575,5
66002878,6
66002879,6
66004728,6
66003885,7
80034109,8
80044189,8
80044788,8
80046012,8
80046292,8
80047297,8
80048778,8
80049064,8
80049067,8
80049104,8
80049449,8
80049459,8
80049481,8
80057283,8
80070469,8
80070855,8
80071029,8
80075352,8
80076320,8
80078061,8
80078241,8
80078286,8
80078570,8
80083152,8
80084771,8
80086995,8
80087796,8
80087824,8
80087903,8
80088793,8
80089008,8
80089594,8
80090053,8
80090600,8
80090648,8
80091587,8
80091862,8
80092331,8
80093548,8
80093613,8
80093637,8
80093641,8
80093645,8
80093670,8
80093718,8
80093742,8
80094055,8
80094683,8
80102753,8
80107082,8
80107764,8
80108859,8
80108883,8
80108891,8
80109936,8
80112499,8
80116180,8
80117664,8
80126402,8
80127309,8
80129113,8
80129597,8
80130680,8
80131297,8
80131578,8
80133729,8
80133760,8
80133843,8
80134003,8
80134649,8
80134653,8
80135127,8
80135143,8
80139926,8
80140422,8
80143847,8
80145213,8
80145617,8
80145876,8
80148244,8
80027303,9
80030052,9
80031041,9
80037708,9
80038617,9
80039411,9
80040694,9
80046337,9
80047301,9
80047314,9
80047786,9
80049035,9
80049065,9
80052018,9
80052645,9
80054901,9
80055993,9
80063467,9
80067559,9
80070088,9
80070464,9
80073979,9
80079215,9
80079613,9
80080541,9
80082621,9
80084815,9
80085067,9
80086602,9
80087737,9
80087748,9
80087902,9
80088930,9
80089997,9
80090212,9
80093596,9
80094068,9
80094096,9
80095151,9
80097962,9
80099581,9
80106172,9
80107031,9
80108229,9
80108230,9
80108869,9
80108870,9
80108893,9
80108941,9
80110855,9
80112479,9
80114141,9
80114817,9
80114821,9
80116974,9
80120280,9
80126592,9
80127305,9
80127503,9
80129601,9
80130522,9
80130878,9
80130884,9
80131379,9
80131776,9
80133479,9
80133661,9
80133998,9
80144346,9
80145380,9
80147201,9
80148235,9
